disease	feature	k	estimate	se	p	I2	padj
GERD	g__.Eubacterium._brachy_group	4	-0.09851189019193285	0.207859695991002	0.6355465849712116	0	0.9813332193134957
GERD	g__.Eubacterium._saphenum_group	3	-0.19387003954506915	0.2875774389578868	0.5002165971508286	13.959564332142518	0.9813332193134957
GERD	g__.Ruminococcus._gnavus_group	2	0.11746268349275679	0.3043667447176803	0.6995523425595929	23.04211829429196	0.9813332193134957
GERD	g__Acinetobacter	2	-0.459665294332314	0.479075145010475	0.3373146000424075	0	0.9813332193134957
GERD	g__Actinobacillus	3	-0.2126213194034925	0.6942593840848581	0.7594094990510044	47.589674343149	0.9813332193134957
GERD	g__Actinomyces	4	0.2521191103672304	0.4026371140989424	0.5312037214355285	75.0670060529913	0.9813332193134957
GERD	g__Aggregatibacter	4	-0.054789605699586144	0.1645551411890223	0.7391675697033125	2.2548306791704062	0.9813332193134957
GERD	g__Alistipes	2	0.07154447697448275	0.20418466681008796	0.7260452526381583	0	0.9813332193134957
GERD	g__Alloprevotella	4	-0.33926331300478696	0.446973412246092	0.44783851364433763	39.526786148273736	0.9813332193134957
GERD	g__Alysiella	2	-0.05585119289679205	0.247358376908825	0.8213642992349333	0	0.9813332193134957
GERD	g__Anaeroglobus	3	0.07758704468285012	0.2585405681837293	0.7641037699208013	0	0.9813332193134957
GERD	g__Bacteroides	2	0.3624115771054834	0.5673805908250155	0.5229887625481418	0	0.9813332193134957
GERD	g__Bifidobacterium	3	0.1409290001481485	0.18911690938085335	0.4561537656193226	0	0.9813332193134957
GERD	g__Blautia	2	0.1428899344304948	0.4773992145060872	0.7647042035794563	0	0.9813332193134957
GERD	g__Campylobacter	4	0.09703534834314474	0.3177458834157446	0.7600716943309669	52.420395798001316	0.9813332193134957
GERD	g__Candidatus_Saccharimonas	3	0.08092111665823781	0.44078458550015953	0.854339603562392	54.959505224108185	0.9813332193134957
GERD	g__Capnocytophaga	4	-0.24304891647678856	0.28259488279190803	0.3897552638918401	0	0.9813332193134957
GERD	g__Cardiobacterium	4	0.03522298859873686	0.12060574048417105	0.7702478746415069	0	0.9813332193134957
